name,host_is_superhost
Habitaciones comodas y amplias,f
COMODIDAD Y UBICACIÓN,f
Charming room in La Roma,f
Hab.  estilo campirano  cerca zona hospitales,f
Mejor que Couch Surfing!,f
Hermosa casa Coyoacan microclima especial .,f
Rento Habitación en la Narvarte en Pestalozzi,f
Departamento colonia Roma Sur,f
Tania & John,f
Clean VALUE Location Groups 3BR 8Pax Roma Condesa,f
La Casita de los Portales,f
Casa Condesa,f
Almost like home!,f
Estudio equipado,f
Departamentos en Condesa,f
APARTAMENTOS AMUEBLADOS TIPO HOTEL,f
"Recámara Belisario Domínguez, Hospitales Tlalpan",f
Impresionante loft de 2 plantas c/estacionamiento,f
Suite (habitación) in Roma Norte,f
Loft independiente con terraza,f
Your own Frida Kahlo Balcony outside the bedroom,f
"Amazing mexican place, James Bond was here",f
Condesa Private Room w/P Bathroom T @Casa Turquesa,f
Great room del valle 0%damage after the earthquake,f
Quiet and nice apartment.,f
The Vegy Room en Chapultepec,f
"Buen precio,excelente ubicación",f
La casa de LAU,f
"Habitación triple, 3 camas individuales",f
Cassa Rossa. Ladies Residence CDMX,f
Cuarto independiente con baño propio en una casa,f
Depa en la bella zona de San Pedro de los Pinos,f
Habitación en plaza Carso,f
Recamaras con baño privado en el corazón de la CD.,f
Well locaten rooms for business & visitors,f
The best location in Mexico City!!,f
Cómoda recámara con TV + baño,f
1 Habitación en renta por día o por mes,f
Habitación en la Roma,f
A private room in popular area of Roma Norte!,f
Departamento cerca de metro Tacuba,f
Habitación en Escandón/Condesa para mujeres.,f
SUITES CORPORATIVAS MONTE ATHOS 320,f
Habitación Privada con ubicación inmejorable,f
Depto atrás de televisa San Angel,f
Habitación semi privada en Roma Norte,f
HERMOSO Y GRANDE DEPARTAMENTO 5 MINS DE AEROPUERTO,f
""" LOVELY APARTMENT/AMAZING VIEW/ GREAT LOCATION """,f
Rento Recamarita Bondad en Santa Fe,f
Habitación con baño privado.,f
Vibrant Room in Historic Downtown,f
La casa de los Ángeles,f
Habitacion para dos personas en Casa Díaz,f
Nice and well located room for 2.,f
Habitación Privada en Depa Compartido_Narvarte,f
Renta de Cuartos Del. Azcapotzalco,f
Departamento retro en Mixcoac,f
"Relaxing ""OASIS"" Huge house 22 pax condesa 7BR",f
Apartamento bien ubicado bonita vista con balcón,f
Carso Alameda Deluxe Apartment,f
Tu mejor Opción 420 en la Escandón,f
Cómodo Hostal al sur de la Ciudad,f
Recamara amueblada con Servicios y baño privado,f
Culhuacán inn,f
"Cuarto de Azotea todos los servicios, Cuajimalpa!",f
Vive el SUR de la Ciudad de México II,f
"¡10 personas! 2 depas en el mismo piso, Santa Fe.",f
"Condominio Nuevo Bucareli 121, Col. Juarez",f
Habitación amueblada y con todos los servicios,f
Cozy room in Coyoacán,f
Cómoda habitación en la Condesa,f
Habitación en departamento en Condesa,f
Bohemian Safe Apt 2-Bedroom in Centro (Downtown),f
DEPARTAMENTO CERCA DE WTC amplio y tranquilo,f
Brand NEW apt! 2 BD / two BT - Insurgentes Sur!!,f
"Very near Polanco, Plaza Carso & Antara!",f
Departamento confortable,f
Habitación en Clínica muy céntrico,f
DepaR&L,f
Suite #1 Departamento 1 rec. Lomas de Chapultepec,f
"Departamento en zona sur, cerca de periférico",f
Hermosa Habitacion independiente con baño.,f
COZY LOFT APARTMENT CONDESA,f
Habitación Doble,f
The Aunts house,f
"Comfy Room, Queen Size Bed (new), 5 min to Coyocan",f
"SÓLOMUJERES recámara Coyoacán, doctoras y turistas",f
Suite in Reforma. Hotel amenities. Pool/Gym. K5,f
Habitación privada cerca de Narvarte y Coyoacán,f
"RECAMARA  EJECUTIVA, CERCA REFORMA 222 Y EL ANGEL",f
Best Location in Condesa and Mex city hot spots!,f
Departamento hanna,f
HABITACION AMPLIA 10 MINS VELODROMO y 5 AEROPUERTO,f
Exclusiva Suite de 1 recámara,f
Casa de descanso a 15 km de Coapa. (Sur CDMX),f
"Tranquila habitación Pequeña, 3er Nivel, comoda.",f
Lucerna 23,f
Departamento Delta,f
Single Outer Apartment with Full Service Included,f
Londres 212 suite de lujo Mediana King,f
Habitación Matrimonial Privada.  Zona Acoxpa,f
Acogedor departamento con excelente ubicación,f
Casa Club Leon. Cuarto 2. PA,f
"Mexico City - Condesa, Private Room 2",f
"Quiet Zone, Private garden door,  own desk",f
Habitación en Ciudad de México,f
Rento cuarto muy bonito con todos los servicios en Tlalpan apto para doctores o doctoras residentes  muy cerca de zona de hospitales a 5 minutos vigilancia 24 horas Jardín en la parte de atrás,f
"2 BDRM Historic Center, Amazing big department 226",f
Cuarto para una persona en excelente ubicacion.,f
"Habitación privada, cerca de Polanco y Zócalo",f
"Loft ""El 10""",f
Sunny Polanco Apartment (great location/amenities),f
Little Cozy Spot in Del Valle Norte (Double Room),f
SamuelGrado,f
Habitación 2/3 Depa con vista espectacular CDMX,f
Depto de lujo en la Juarez. Espectacular Vista.,f
"Recámara en la Condesa, muy buena ubicación",f
Enjoy the Best Park Views at High Design House,f
"Habitación para 1 o 2 personas, camas individuales",f
Zona de Hospitales/Belisario Domínguez,f
"Comfortable, central and quiet, near to condesa",f
UIC UNIV INTERCONTINENTAL,f
Cuarto independiente con excelente ubicación,f
Excelente habitación al sur de la ciudad,f
Quédate conmigo,f
Comfortable and relaxing apartment in good area,f
Habitación Yureli,f
Habitación tipo loft,f
"La Condesa, chic & trendy",f
Van Gogh  -  Amazing 1 bedroom apt in Polanco,f
Sunny & huge apartment in Condesa - great area !,f
Hermoso departamento muy ubicado en Roma norte,f
Departamento a 5 minutos de plaza carso,f
Private room with terrace in Polanco,f
HARMONIOUS Loft  in Polanco with terrace!,f
HAB. TULUM,f
CHACAHUA,f
"Chic room, in condesa",f
Pensado pa ra todo viajero,f
Cozy Apartment in Roma hood,f
Jtowers Hotel Boutique,f
"Cool, cozy and colorful apartment in Condesa",f
Casa Libia recámara matrimonial + recámara literas,f
"Acogedor departamento frente a UNAM, Av IMÁN,",f
La Luna (Habitación para una o dos personas),f
Stunning Apt. Heart of Plaza Carso/Antara/Polanco,f
Una  Nueva Experencia .,f
"Habitación en departamento espacioso, sur de CDMX",f
GALILEO HIGH-END Spacious Apartment,f
Departamento con excelente ubicación en Polanco,f
CONDOMINIO JADE NUEVO BONITO SOLEADO,f
Boho Chic Roma,f
Sweety Pet World,f
luxury appartment for rent in San Jeronimo CDMX.,f
Pequeño Depa en el Centro Histórico,f
Confortable and luminous bedroom in El Roble,f
"SUR DE CDMX, ITESM, UAM, UVM, ZONA DE HOSPITALES",f
Vespa Flat,f
Spacious and neat bedroom in Coyoacán.,f
Departamento de Lujo Del Valle (metro División),f
Fantastic room in ROMA NORTE!,f
Habitación céntrica,f
Recamara en San Pedro de los Pinos - Gayfriendly,f
CONFORT BEDROOMwi-fi,f
Confort y seguridad,f
Amplia habitación en Narvarte - Lo de Timón,f
Acogedora habitacion privada al sur CDMX,f
Suite doble privada y espaciosa,f
Recamara independiente a 10 min de Santa Fe.,f
Cozy and Luxury BedSuite in Coyoacan,f
"Habitación cerca del foro sol, aeropuerto etc",f
Hotel El Greco... habitación sencilla,f
Casa de lujo con alberca cerca de Condesa y Roma,f
Suite Master con Terraza en Hotel Ritz CDMX,f
P2  Beautiful in Reforma PP2,f
"Habitación. Roma - Condesa, Frente a bello Parque.",f
hispanoparlante viajero,f
DIVINO Y ACOGEDOR DEPARTAMENTO!!,f
Modern apartment near Mexico city airport,f
Modern apartment in Juarez with balcony,f
MODERN Complex with POOL in Historic CENTER,f
Recamara con baño completo,f
Habitación Privada Casa Nueva.,f
AMOR ROMA,f
"Habitación independiente, zona centro",f
LA BUENA ESTANCIA,f
"Queen size bed Room , Patio View C5",f
Condesa Zen,f
CONFORTABLE ROOM,f
Nice bedroom in beautiful house at La Condesa - 1,f
4 Habitaciones priv Quinta Doña Came (PA),f
bedroom + private bathroom in lovely centric flat,f
"Habitación con vista a Jardín, Condesa",f
Descansa Disfruta con el mejor lugar para ti,f
Amazing apartment in best area of Mexico City.,f
Mi habitación te recibe con calidez y mucho gusto,f
Moderno Departamento Colonial al Sur de la CDMX.,f
Habitación Casa frente al metrobús ZONA HOSPITALES,f
Pepe’s house,f
Private Room in col Roma,f
Cuarto con baño privado.  Coyoacán. Tranquilidad.,f
Cool apartment in Roma close to the  subway,f
Hab. en lindo apartamento,f
Beautiful entire apt with balcony in Col Narvarte!,f
habitacion witsilin Casa Culhuac,f
Confortable y apacible habitación al sur de CDMX,f
Excelente ubicación cerca de Polanco,f
Chapultepec 37... El piso de María.,f
"Habitación con gym, alberca , jacuzzi coyoacan",f
"Lindo  departamento, excelente  ubicacion!!!!!",f
Pequeño y bonito loft privado,f
Departamento Zen Solo para Mujeres,f
Room near Chapultepec Polanco Condesa Roma norte,f
Beautiful and cozy studio in Mexico City,f
LA HISTÓRICA DE LA ZONA ROSA,f
"Habitación soleada, tranquila,excelente ubicación",f
Gran Confort,f
Excelente hospedaje en Zona Centro de CDMX,f
"Zona Parques Polanco, depa bonito, balcón",f
Beautiful house/Casa hermosa in Centro Coyoacan,f
Roma Heart Apartment,f
Cuarto con grandes ventanales en Roma Norte,f
Agreáble recamara (1) near CU y Sta. Fe Super vía,f
Namasté,f
Viajeros Aventureros Mochileros,f
Selina Mexico City - Apartment Deluxe Big,f
Incomparable vista en el mejor ubicación,f
"APE HOUSE Guía turístico,seguridad y tranquilidad",f
Selina Mexico City Downtown - Deluxe Room,f
La Condesa 2BR 1BA very well equipped apt.,f
Casa Chispa,f
Condesa Tropical Apartment,f
Apartment in the heart of Lomas de Chapultepec,f
8 ﾂﾞ Charming Home in Trendy Condesa☆,f
"Privete Room in POLANCO, unique location.",f
Departamento grande y luminoso en Condesa,f
"1222-AEROPUERTO,FORO SOL,PALACIO DE LOS DEPORTES",f
Confortable Monoambiente (depa chico) para jovenes,f
"1231-AEROPUERTO,FORO SOL,PALACIO DE LOS DEPORTES",f
A-Junior Suite W Balcony - Privada de Horacio 101,f
Amplia habitación doble/ baño privado/ PB,f
Cool  apartment Narvarte,f
Polanco ubicadísimo,f
Cómoda Habitación Amueblada,f
DISTRITO SAN PEDRO,f
Casa Atlixco,f
Centrico depto 1 recamara - Insurgentes - CDMX SUR,f
Centrico depto 1 recamara - Insurgentes - CDMX SUR,f
Habitacion con Excelente Ubicacion Colonia Roma 11,f
HUGE & COZY 6br Apt. in Reforma BEST LOCATION!!!!!,f
Habitacion con Excelente Ubicacion Colonia Roma 13,f
"Walk Reforma and City Center, from Modern Loft",f
"Nice apartment in La Roma, Mexico City",f
Nuevo y acogedor depa en Portika Polanco.,f
Cozy design house in great neighborhood Roma Sur.,f
Private room in beautiful Roma Norte apartment,f
Habitación privada en hermosa casa en el centro,f
Amplia habitación Cerca de Polanco Baño privado,f
2da habitación casa Cárdenas,f
"(Phone number hidden by Airbnb) PERSONAS AEROPUERTO,FORO SOL, PALACIO DE",f
Departamento c/increíble vista en Viveros Coyoacan,f
Espaciosa casa en la roma,f
Los mejores lofts en la Cd. Mx. Precio y calidad,f
Habitación privada a un paso de Reforma,f
Beautiful Room in Roma Sur.,f
BONITO LUGAR PARA DORMIR 1 o 2 personas.,f
un oasis en la roma,f
Departamento nuevo cerca de la anahuac y santa fe,f
Stylish Mexican PH: 2bed/bath in an amazing area,f
"Qro506, Cuicuilco,Insurgentes,Hospitales,INP",f
La mejor habitación de la Condesa,f
2 Bedrooms Apt- Two blocks away Frida Khalo Museum,f
Céntrico departamento,f
3 recamaras en la Colonia Del Valle. Céntrico,f
Grethel’s Cozy Room,f
"""Habitación en el corazón de la Ciudad de México""",f
Vive cerca de las zonas turísticas de CDMX,f
"Habitación  amueblada, servicios incluidos, cocina",f
Master suite in Zona Rosa,f
Comfy Apt  2BR nice location REFORMA!,f
Amplia recámara en depto de perfecta ubicación,f
Ecoloft Venados,f
Habitación Acogedora en Zona Centro CDMX #1,f
Grand casa de huéspedes,f
Recámaras amuebladas para toda ocasión,f
Departamento en balbuena,f
Exclusivo departamento a pasos de P. de la Reforma,f
Special Room in Condesa by day or week or month,f
Renta habitación 16 m2 UAM Cuemanco acoxpa Coapa,f
Departamento Col. Roma. Tlacotalpan,f
Habitación Grande Privada Baño Privado Centro CDMX,f
Great Room in Condesa by Day or Week or Month,f
Rooms Polanco,f
Departamento completo cerca de Santa Fé.,f
"Wonderful room in a cool neighborhood, CDMX",f
"THT10.Private room and private bathroom, Roma Sur",f
Casa Azul,f
JAIR`S PRIVATE COMFORTABLE,f
Roma norte Mansion Havre - Bedroom,f
Roma norte mansion Havre - Bedroom twin bed,f
CASA AMIGOS,f
"c8  ◠‿◠ Economy, new,  cozy & modern Condesa/Roma",f
"c4  ◠‿◠ New-fashioned, cozy & modern Condesa/Roma",f
San Lorenzo Olivos Constitución c Estacionamiento,f
Double room in the heart of Mexico City,f
Cómodo depa en Vallejo cerca de laraza y metrobús,f
Best Location in Mexico/Lovely Habitation/BIBIROOM,f
UN LUGAR MAGICO Y ESPECIAL EN LA CDMX,f
Small room - great apartment. Super ubi in Condesa,f
Perfect suite in the best Location,f
Luxy Condo in heart of Condesa,f
"Habitación con Balcón en Polanco, cerca del Metro.",f
"ZonaCentrosur,confortable,limpio,seguro,accesible",f
"El dicho: ""cómodo, bonito y barato"", si existe.",f
Departamento muy cerca de estación Mexicaltzingo,f
SUITE INDEPENDIENTE Y CÓMODA EN SANTA FE.,f
(2) GREAT APARTMENT AT THE ROMA NORTE,f
"RM1. Private Loft, Narvarte",f
Altata 3,f
Stylish loft in a beautiful building in La Roma,f
"Comfortable private room,next to Reforma & Polanco",f
"C13D5. Private department, Coapa Espartaco",f
HomFor Viaducto: Apartamento,f
LOU1D. Modern studio for 4 people near the WTC,f
Habitación en BPG,f
Reforma Pánuco Deluxe Very Clean and Sanitized!,f
Hormosa casa ideal para la familia,f
SANITIZED PH @Xola Narvarte/Del Valle Private Roof,f
WAKE UP WITH AN AWSOME CITY VIEW!,f
Depa Bonito con 50% off los primeros 2 Meses :),f
LINDO DEPARTAMENTO LUMINOSO Y PRACTICO,f
"Cosy, fresh and comfortable room surrounded trees",f
Oferta Junio Loft Chico 2do-22  (Parque Delta),f
HERMOSO 2 AMBIENTES NARVARTE AMUEBLADO SERVICIOS,f
Departamento en la condesa / Casa Azúl,f
Sunny 1 BR Apt | Condesa,f
Habitación principal privada a 5 min. del centro.,f
Un rincón lleno de aventura cerca de Bellas Artes,f
Tenango,f
Masaryk-Spacious & Modern apt with terrace-4 BR.,f
P2  (◠‿◠)  Brand new apartment! REFORMA/ANGEL!,f
2 beds PRIVATE bthrm @ CONDESA,f
Queen bed Nice view PVTE bathroom,f
Pequeña habitación Colonia Centro B5,f
Hostal La Tercia,f
Excelente habitación en el centro B16,f
Cozy miniloft near Downtown CDMX,f
Loft en el Centro Histórico de la CDMX,f
The soft dream in unbeatable location,f
10min Airport Foro Sol Zócalo Centro Roma Condesa,f
Peaceful Room #3,f
SANITIZED Cosmo Apartment @ Condesa 5 Star,f
New amazing double bedroom in Condesa,f
Unique apartment!@ the Hyatt area.  Best location!,f
MEXICO CITY Single room CAFES&RESTAURANTS,f
Hab. TAJIN,f
Cómoda habitación con todos los servicios sur cdmx,f
Hogar Del Valle  352,f
"Departamento en la del valle, todos los servicios",f
Ubicación todos los gustos,f
Private room near Parque Mexico,f
"Amazing ENTIRE APARTMENT, rustic and full service!",f
Cuarto cerca del Hospital Angeles del Pedregal,f
Departamento nuevo con excelente ubicación,f
Suites Casa Pánuco / Best Location /María Bonita,f
P1*  'ʘ‿ʘ' Amazing place to stay! REFORMA-ANGEL,f
Hospedate en el Centro de la CDMX,f
Nice bedroom in beautiful house at La Condesa - 6,f
Penthouse with private rooftop in Roma Norte,f
SANITIZED Alvaro Obregon Delight @ Condesa,f
Apt DUPLEX 1 BR  & fantastic location  ROMA,f
"THT9.Private room and private bathroom, Roma Sur",f
DEPA ENTERO CON TERRAZA A 2 MIN DE SANTA FE.,f
AmplioPent House con preciosa vista,f
Loft en Del Valle,f
POSADA Vs4 Aeropuerto (habitación matrimonial),f
México Residencial INN,f
Selina Mexico City - Apartment Standard,f
"Bedroom, Bathroom and WI-FI. 20 dlls per person",f
Cómoda Habitación privada,f
Colorfull room in colonial house (3pax) Condesa,f
Excelencia en comodidad y ubicación en la CDMX.,f
CÓMODA HABITACIÓN,f
"Mexican stylish department, in Guadalupe Inn",f
Habitación a un paso de Reforma y  de insurgentes,f
"DEPA ENTERO A 5 MIN DE SANTAFE, 10 MIN INTERLOMAS",f
Amueblados San Antonio 21,f
Bedroom Mexico city near of world TRADE center,f
Habitación Acogedora en Zona Centro CDMX #2,f
Deluxe room with balcony,f
Cozy and Private Room in Amazing Location,f
Las Aguilas Suite,f
Lic Waldir Audi,f
Genial habitación - Edificio de Lujo en Polanco,f
"Bright, airy and cozy  great locat",f
Super mexican loft con excelente vista de CDMX,f
Habitación en la Col. Nápoles,f
"Condesa Hab Privada Linda Casa ""Jazmin""",f
"CONDESA  ""LAVANDA"" Dble Bedroom @Amsterdam",f
Depa Huerto Roma,f
Habitación en  Coyoacan,f
Cuarto privado en depa compartido (wifi n closet),f
Habitación en departamento compartido,f
LUXURY NÁPOLES,f
Suite Boutique THE GRAN SAN ANTONIO ABAD .,f
Suites Casa Pánuco / Great location/San Cristobal,f
"Departamento acogedor ,muy bien ubicado con medios de transporte a la mano ,con seguridad en la entrada ,con dos hospitales que lo rodean con restaurantes , farmacias y un centro comercial caminando Artz"" que tiene restaurantes tiendas cine y otras activi",f
